GCF	GCC	Validated_GCFName_In_Publication	Cluster_Name	NCBI_Accession
21	1	6	1641_Fusarium_oxysporum	GCA_019157275.1
21	1	6	1652_Fusarium_venenatum	GCA_019425555.1
21	1	6	1690_Fusarium_musae	GCA_019915245.1
21	1	6	1693_Trichoderma_gracile	GCA_020002365.1
21	1	6	3172_Fusarium_tricinctum	GCA_020744115.1
21	1	6	3178_Fusarium_venenatum	GCA_020744135.1
21	1	6	3194_Fusarium_spp	GCA_020744335.1
21	1	6	3197_Fusarium_oxysporum	GCA_020744355.1
21	1	6	3201_Dactylonectria_estremocensis	GCA_020744375.1
21	1	6	3218_Fusarium_oxysporum	GCA_020744455.1
21	1	6	3221_Fusarium_redolens	GCA_020744475.1
21	1	6	3225_Fusarium_tricinctum	GCA_020744515.1
21	1	6	3244_Fusarium_oxysporum	GCA_020796175.1
21	1	6	3253_Fusarium_venenatum	GCA_900007375.1
21	1	6	3259_Fusarium_proliferatum	GCA_900029915.1
21	1	6	3261_Fusarium_mangiferae	GCA_900044065.1
21	1	6	3263_Fusarium_proliferatum	GCA_900067095.1
21	1	6	3269_Fusarium_fujikuroi	GCA_900079805.1
21	1	6	3272_Fusarium_fujikuroi	GCA_900096505.1
21	1	6	3276_Fusarium_fujikuroi	GCA_900096605.1
21	1	6	3278_Fusarium_fujikuroi	GCA_900096615.1
21	1	6	3281_Fusarium_fujikuroi	GCA_900096625.1
21	1	6	3282_Fusarium_fujikuroi	GCA_900096635.1
21	1	6	3285_Fusarium_fujikuroi	GCA_900096685.1
21	1	6	3288_Fusarium_oxysporum	GCA_900096695.1
21	1	6	3293_Fusarium_fujikuroi	GCA_900096705.1
21	1	6	3304_Fusarium_graminearum	GCA_900492705.2
21	1	6	3306_Fusarium_graminearum	GCA_901446245.1
21	1	6	3309_Fusarium_fujikuroi	GCA_901677955.1
21	1	6	3310_Fusarium_fujikuroi	GCA_901677965.1
21	1	6	3325_Fusarium_fujikuroi	GCA_902702945.1
21	1	6	3331_Fusarium_graminearum	GCA_905332025.1
21	1	6	3337_Fusarium_graminearum	GCA_905359455.1
21	1	6	3338_Fusarium_graminearum	GCA_905359465.1
21	1	6	3341_Fusarium_graminearum	GCA_905359475.1
21	1	6	3345_Fusarium_graminearum	GCA_905359485.1
21	1	6	3351_Fusarium_equiseti	GCA_910393935.1
21	1	6	3399_Fusarium_oxysporum	GCF_000149955.1
21	1	6	3441_Fusarium_graminearum	GCF_000240135.3
21	1	6	3445_Fusarium_odoratissimum	GCF_000260195.1
21	1	6	3448_Fusarium_oxysporum	GCF_000271745.1
21	1	6	3454_Fusarium_pseudograminearum	GCF_000303195.2
21	1	6	3649_Fusarium_coffeatum	GCF_003316985.1
21	1	6	3739_Fusarium_subglutinans	GCF_013396075.1
21	1	6	3744_Fusarium_tjaetaba	GCF_013396195.1
21	1	6	3778_Fusarium_musae	GCF_019915245.1
21	1	6	3786_Fusarium_venenatum	GCF_900007375.1
21	1	6	3789_Fusarium_mangiferae	GCF_900044065.1
21	1	6	3790_Fusarium_proliferatum	GCF_900067095.1
21	1	6	3795_Fusarium_fujikuroi	GCF_900079805.1
21	2	6	85_Metarhizium_robertsii	GCA_000187425.2
21	2	6	206_Metarhizium_anisopliae	GCA_000426965.1
21	2	6	217_Ophiocordyceps_sinensis	GCA_000448365.1
21	2	6	305_Metarhizium_album	GCA_000804445.1
21	2	6	423_Trichoderma_harzianum	GCA_000988865.1
21	2	6	485_Trichoderma_gamsii	GCA_001481775.2
21	2	6	504_Drechmeria_coniospora	GCA_001618945.1
21	2	6	507_Drechmeria_coniospora	GCA_001625195.1
21	2	6	534_Purpureocillium_lilacinum	GCA_001653205.1
21	2	6	535_Akanthomyces_lecanii	GCA_001653215.1
21	2	6	538_Pochonia_chlamydosporia	GCA_001653235.2
21	2	6	540_Purpureocillium_lilacinum	GCA_001653265.1
21	2	6	615_Trichoderma_guizhouense	GCA_002022785.1
21	2	6	717_Beauveria_bassiana	GCA_002871155.1
21	2	6	726_Trichoderma_harzianum	GCA_002894145.1
21	2	6	730_Trichoderma_gamsii	GCA_002894205.1
21	2	6	744_Trichoderma_arundinaceum	GCA_003012105.1
21	2	6	768_Trichoderma_harzianum	GCA_003025095.1
21	2	6	775_Trichoderma_citrinoviride	GCA_003025115.1
21	2	6	785_Purpureocillium_lilacinum	GCA_003144605.1
21	2	6	1014_Cordyceps_javanica	GCA_006981985.1
21	2	6	1027_Cordyceps_militaris	GCA_008080495.1
21	2	6	1227_Trichoderma_lentiforme	GCA_011066345.1
21	2	6	1470_Metarhizium_brunneum	GCA_013426205.1
21	2	6	1659_Metarhizium_acridum	GCA_019434415.1
21	2	6	1667_Trichoderma_simmonsii	GCA_019565615.1
21	2	6	1702_Hirsutella_rhossiliensis	GCA_020360975.1
21	2	6	3423_Metarhizium_robertsii	GCF_000187425.2
21	2	6	3528_Metarhizium_album	GCF_000804445.1
21	2	6	3553_Trichoderma_gamsii	GCF_001481775.2
21	2	6	3563_Drechmeria_coniospora	GCF_001625195.1
21	2	6	3572_Pochonia_chlamydosporia	GCF_001653235.2
21	2	6	3573_Purpureocillium_lilacinum	GCF_001653265.1
21	2	6	3623_Trichoderma_harzianum	GCF_003025095.1
21	2	6	3630_Trichoderma_citrinoviride	GCF_003025115.1
21	2	6	3781_Hirsutella_rhossiliensis	GCF_020360975.1
21	3	6	473_Neonectria_ditissima	GCA_001306435.1
21	3	6	1511_Cylindrodendrum_hubeiense	GCA_014621425.1
21	3	6	3164_Thelonectria_olida	GCA_020736575.1
21	3	6	3168_Ilyonectria_destructans	GCA_020740775.1
21	3	6	3181_Ilyonectria_spp	GCA_020744155.1
21	3	6	3214_Dactylonectria_macrodidyma	GCA_020744425.1
21	4	6	64_Fusarium_vanettenii	GCA_000151355.1
21	4	6	877_Fusarium_kuroshium	GCA_003698175.1
21	4	6	887_Fusarium_spp	GCA_003946985.1
21	4	6	888_Fusarium_spp	GCA_003946995.1
21	4	6	889_Fusarium_floridanum	GCA_003947005.1
21	4	6	891_Fusarium_ambrosium	GCA_003947045.1
21	4	6	892_Fusarium_euwallaceae	GCA_003957675.1
21	4	6	3223_Fusarium_solani	GCA_020744495.1
21	4	6	3411_Fusarium_vanettenii	GCF_000151355.1
22	2	8	3186_Microdochium_trichocladiopsis	GCA_020744255.1
22	3	8	44_Fusarium_oxysporum	GCA_000149955.2
22	3	8	93_Fusarium_oxysporum	GCA_000222805.1
22	3	8	100_Fusarium_graminearum	GCA_000240135.3
22	3	8	103_Fusarium_oxysporum	GCA_000259975.2
22	3	8	108_Fusarium_oxysporum	GCA_000260075.2
22	3	8	109_Fusarium_oxysporum	GCA_000260155.3
22	3	8	112_Fusarium_oxysporum	GCA_000260175.2
22	3	8	116_Fusarium_odoratissimum	GCA_000260195.2
22	3	8	118_Fusarium_oxysporum	GCA_000260215.2
22	3	8	121_Fusarium_oxysporum	GCA_000260235.2
22	3	8	124_Fusarium_oxysporum	GCA_000260495.2
22	3	8	135_Fusarium_oxysporum	GCA_000271705.2
22	3	8	137_Fusarium_oxysporum	GCA_000271745.2
22	3	8	143_Fusarium_pseudograminearum	GCA_000303195.2
22	3	8	183_Fusarium_oxysporum	GCA_000350345.1
22	3	8	184_Fusarium_odoratissimum	GCA_000350365.1
22	3	8	251_Fusarium_graminearum	GCA_000599445.1
22	3	8	433_Fusarium_fujikuroi	GCA_001023035.1
22	3	8	437_Fusarium_fujikuroi	GCA_001023045.1
22	3	8	442_Fusarium_fujikuroi	GCA_001023065.1
22	3	8	557_Fusarium_poae	GCA_001675295.1
22	3	8	567_Fusarium_oxysporum	GCA_001702695.2
22	3	8	568_Fusarium_pseudograminearum	GCA_001703955.2
22	3	8	680_Fusarium_graminearum	GCA_002352725.1
22	3	8	735_Fusarium_nygamai	GCA_002894225.1
22	3	8	754_Fusarium_sporotrichioides	GCA_003012315.1
22	3	8	777_Fusarium_culmorum	GCA_003033665.1
22	3	8	823_Fusarium_proliferatum	GCA_003290285.1
22	3	8	851_Fusarium_oxysporum	GCA_003615075.1
22	3	8	853_Fusarium_oxysporum	GCA_003615085.1
22	3	8	857_Fusarium_oxysporum	GCA_003615095.1
22	3	8	858_Fusarium_oxysporum	GCA_003615115.1
22	3	8	861_Fusarium_oxysporum	GCA_003615155.1
22	3	8	864_Fusarium_oxysporum	GCA_003615165.1
22	3	8	867_Fusarium_oxysporum	GCA_003615185.1
22	3	8	870_Fusarium_proliferatum	GCA_003615215.1
22	3	8	886_Epichloe_festucae	GCA_003814445.1
22	3	8	893_Fusarium_euwallaceae	GCA_003957675.1
22	3	8	906_Fusarium_oxysporum	GCA_004141715.1
22	3	8	1010_Fusarium_oxysporum	GCA_005930515.1
22	3	8	1026_Fusarium_oxysporum	GCA_007994515.1
22	3	8	1086_Fusarium_fujikuroi	GCA_009663055.1
22	3	8	1089_Fusarium_fujikuroi	GCA_009663095.1
22	3	8	1100_Chalara_longipes	GCA_009732865.1
22	3	8	1310_Fusarium_albosuccineum	GCA_012931995.1
22	3	8	1330_Fusarium_oxysporum	GCA_013085055.1
22	3	8	1370_Fusarium_graminum	GCA_013266165.1
22	3	8	1384_Fusarium_oxysporum	GCA_013363075.1
22	3	8	1386_Fusarium_anthophilum	GCA_013364935.1
22	3	8	1415_Fusarium_pseudoanthophilum	GCA_013395995.1
22	3	8	1422_Fusarium_mexicanum	GCA_013396015.1
22	3	8	1423_Fusarium_phyllophilum	GCA_013396025.1
22	3	8	1426_Fusarium_pseudocircinatum	GCA_013396035.1
22	3	8	1430_Fusarium_subglutinans	GCA_013396075.1
22	3	8	1436_Fusarium_spp	GCA_013396095.1
22	3	8	1439_Fusarium_globosum	GCA_013396165.1
22	3	8	1440_Fusarium_denticulatum	GCA_013396175.1
22	3	8	1450_Fusarium_tjaetaba	GCA_013396195.1
22	3	8	1456_Fusarium_spp	GCA_013396255.1
22	3	8	1477_Fusarium_bulbicola	GCA_013758895.1
22	3	8	1490_Fusarium_oxysporum	GCA_014154955.1
22	3	8	1569_Fusarium_proliferatum	GCA_017309865.1
22	3	8	1572_Fusarium_proliferatum	GCA_017309875.1
22	3	8	1575_Fusarium_proliferatum	GCA_017309895.1
22	3	8	1580_Fusarium_xylarioides	GCA_018296245.1
22	3	8	1584_Fusarium_xylarioides	GCA_018296265.1
22	3	8	1587_Fusarium_xylarioides	GCA_018296285.1
22	3	8	1592_Fusarium_xylarioides	GCA_018296305.1
22	3	8	1594_Fusarium_xylarioides	GCA_018296325.1
22	3	8	1596_Fusarium_xylarioides	GCA_018296345.1
22	3	8	1627_Fusarium_oxysporum	GCA_018894095.1
22	3	8	1643_Fusarium_oxysporum	GCA_019157275.1
22	3	8	1646_Fusarium_oxysporum	GCA_019157295.1
22	3	8	1653_Fusarium_venenatum	GCA_019425555.1
22	3	8	1674_Fusarium_poae	GCA_019609905.1
22	3	8	3176_Fusarium_venenatum	GCA_020744135.1
22	3	8	3192_Fusarium_spp	GCA_020744335.1
22	3	8	3196_Fusarium_oxysporum	GCA_020744355.1
22	3	8	3220_Fusarium_oxysporum	GCA_020744455.1
22	3	8	3245_Fusarium_oxysporum	GCA_020796175.1
22	3	8	3256_Fusarium_venenatum	GCA_900007375.1
22	3	8	3258_Fusarium_proliferatum	GCA_900029915.1
22	3	8	3262_Fusarium_mangiferae	GCA_900044065.1
22	3	8	3266_Fusarium_proliferatum	GCA_900067095.1
22	3	8	3267_Fusarium_fujikuroi	GCA_900079805.1
22	3	8	3270_Fusarium_fujikuroi	GCA_900096505.1
22	3	8	3275_Fusarium_fujikuroi	GCA_900096605.1
22	3	8	3279_Fusarium_fujikuroi	GCA_900096615.1
22	3	8	3284_Fusarium_fujikuroi	GCA_900096635.1
22	3	8	3287_Fusarium_fujikuroi	GCA_900096685.1
22	3	8	3289_Fusarium_oxysporum	GCA_900096695.1
22	3	8	3292_Fusarium_fujikuroi	GCA_900096705.1
22	3	8	3307_Fusarium_fujikuroi	GCA_901677955.1
22	3	8	3311_Fusarium_fujikuroi	GCA_901677965.1
22	3	8	3330_Fusarium_graminearum	GCA_905332025.1
22	3	8	3334_Fusarium_graminearum	GCA_905332055.1
22	3	8	3336_Fusarium_graminearum	GCA_905359455.1
22	3	8	3339_Fusarium_graminearum	GCA_905359465.1
22	3	8	3343_Fusarium_graminearum	GCA_905359475.1
22	3	8	3344_Fusarium_graminearum	GCA_905359485.1
22	3	8	3397_Fusarium_oxysporum	GCF_000149955.1
22	3	8	3439_Fusarium_graminearum	GCF_000240135.3
22	3	8	3443_Fusarium_odoratissimum	GCF_000260195.1
22	3	8	3449_Fusarium_oxysporum	GCF_000271745.1
22	3	8	3455_Fusarium_pseudograminearum	GCF_000303195.2
22	3	8	3741_Fusarium_subglutinans	GCF_013396075.1
22	3	8	3745_Fusarium_tjaetaba	GCF_013396195.1
22	3	8	3773_Fusarium_poae	GCF_019609905.1
22	3	8	3783_Fusarium_venenatum	GCF_900007375.1
22	3	8	3787_Fusarium_mangiferae	GCF_900044065.1
22	3	8	3793_Fusarium_proliferatum	GCF_900067095.1
22	3	8	3794_Fusarium_fujikuroi	GCF_900079805.1
23	1	crm	46_Pyrenophora_tritici-repentis	GCA_000149985.1
23	1	crm	67_Pyrenophora_teres	GCA_000166005.1
23	1	crm	162_Bipolaris_maydis	GCA_000338975.1
23	1	crm	165_Bipolaris_sorokiniana	GCA_000338995.1
23	1	crm	187_Bipolaris_maydis	GCA_000354255.1
23	1	crm	225_Bipolaris_zeicola	GCA_000523435.1
23	1	crm	230_Bipolaris_oryzae	GCA_000523455.1
23	1	crm	236_Bipolaris_victoriae	GCA_000527765.1
23	1	crm	1093_Pyrenophora_teres	GCA_009728635.1
23	1	crm	1094_Pyrenophora_teres	GCA_009728645.1
23	1	crm	1095_Pyrenophora_teres	GCA_009728655.1
23	1	crm	1096_Pyrenophora_teres	GCA_009728665.1
23	1	crm	1097_Pyrenophora_teres	GCA_009728675.1
23	1	crm	1129_Clathrospora_elynae	GCA_010015635.1
23	1	crm	1185_Trematosphaeria_pertusa	GCA_010094035.1
23	1	crm	1204_Lentithecium_fluviatile	GCA_010405425.1
23	1	crm	1464_Bipolaris_sorokiniana	GCA_013416765.1
23	1	crm	1660_Bipolaris_maydis	GCA_019454015.1
23	1	crm	3300_Pyrenophora_teres	GCA_900231935.2
23	1	crm	3301_Pyrenophora_teres	GCA_900232045.3
23	1	crm	3400_Pyrenophora_tritici-repentis	GCF_000149985.1
23	1	crm	3412_Pyrenophora_teres	GCF_000166005.1
23	1	crm	3472_Bipolaris_sorokiniana	GCF_000338995.1
23	1	crm	3480_Bipolaris_maydis	GCF_000354255.1
23	1	crm	3500_Bipolaris_zeicola	GCF_000523435.1
23	1	crm	3506_Bipolaris_oryzae	GCF_000523455.1
23	1	crm	3514_Bipolaris_victoriae	GCF_000527765.1
23	1	crm	3706_Trematosphaeria_pertusa	GCF_010094035.1
23	2	crm	498_Alternaria_alternata	GCA_001572055.1
23	2	crm	520_Alternaria_alternata	GCA_001642055.1
23	2	crm	843_Alternaria_spp	GCA_003574525.1
23	2	crm	909_Alternaria_tenuissima	GCA_004154735.1
23	2	crm	914_Alternaria_tenuissima	GCA_004154745.1
23	2	crm	917_Alternaria_alternata	GCA_004154755.1
23	2	crm	920_Alternaria_tenuissima	GCA_004154765.1
23	2	crm	924_Alternaria_arborescens	GCA_004154815.1
23	2	crm	926_Alternaria_arborescens	GCA_004154835.1
23	2	crm	930_Alternaria_tenuissima	GCA_004154845.1
23	2	crm	955_Alternaria_arborescens	GCA_004155955.1
23	2	crm	958_Alternaria_tenuissima	GCA_004156015.1
23	2	crm	959_Alternaria_gaisen	GCA_004156025.2
23	2	crm	964_Alternaria_tenuissima	GCA_004156035.1
23	2	crm	967_Alternaria_tenuissima	GCA_004168565.1
23	2	crm	1325_Alternaria_burnsii	GCA_013036055.1
23	2	crm	3157_Alternaria_rosae	GCA_020736505.1
23	2	crm	3162_Alternaria_alternata	GCA_020736535.1
23	2	crm	3348_Alternaria_atra	GCA_907166805.1
23	2	crm	3567_Alternaria_alternata	GCF_001642055.1
23	2	crm	3664_Alternaria_arborescens	GCF_004154835.1
23	2	crm	3723_Alternaria_burnsii	GCF_013036055.1
23	2	crm	3800_Alternaria_atra	GCF_907166805.1
24	1	n/a	47_Vanderwaltozyma_polyspora	GCA_000150035.1
24	1	n/a	3401_Vanderwaltozyma_polyspora	GCF_000150035.1
25	1	n/a	56_Verticillium_dahliae	GCA_000150675.2
25	1	n/a	58_Verticillium_alfalfae	GCA_000150825.1
25	1	n/a	457_Verticillium_longisporum	GCA_001268165.1
25	1	n/a	460_Verticillium_longisporum	GCA_001268165.1
25	1	n/a	719_Verticillium_dahliae	GCA_002892985.1
25	1	n/a	720_Verticillium_dahliae	GCA_002892995.1
25	1	n/a	721_Verticillium_dahliae	GCA_002893025.1
25	1	n/a	722_Verticillium_dahliae	GCA_002893035.1
25	1	n/a	723_Verticillium_dahliae	GCA_002893045.1
25	1	n/a	830_Verticillium_dahliae	GCA_003320035.1
25	1	n/a	881_Verticillium_nonalfalfae	GCA_003724135.2
25	1	n/a	904_Verticillium_dahliae	GCA_004109745.1
25	1	n/a	1230_Verticillium_dahliae	GCA_011066465.2
25	1	n/a	1231_Verticillium_dahliae	GCA_011066485.2
25	1	n/a	1632_Verticillium_longisporum	GCA_018994065.1
25	1	n/a	1635_Verticillium_longisporum	GCA_018994065.1
25	1	n/a	3149_Verticillium_dahliae	GCA_020726535.1
25	1	n/a	3402_Verticillium_dahliae	GCF_000150675.1
25	1	n/a	3404_Verticillium_alfalfae	GCF_000150825.1
25	1	n/a	3659_Verticillium_nonalfalfae	GCF_003724135.2
26	1	n/a	57_Verticillium_alfalfae	GCA_000150825.1
26	1	n/a	150_Colletotrichum_fructicola	GCA_000319635.2
26	1	n/a	177_Colletotrichum_orbiculare	GCA_000350065.2
26	1	n/a	216_Colletotrichum_gloeosporioides	GCA_000446055.1
26	1	n/a	458_Verticillium_longisporum	GCA_001268165.1
26	1	n/a	494_Colletotrichum_nymphaeae	GCA_001563115.1
26	1	n/a	549_Colletotrichum_higginsianum	GCA_001672515.1
26	1	n/a	582_Colletotrichum_incanum	GCA_001855235.1
26	1	n/a	882_Verticillium_nonalfalfae	GCA_003724135.2
26	1	n/a	979_Colletotrichum_trifolii	GCA_004367215.1
26	1	n/a	1108_Colletotrichum_fructicola	GCA_009771025.1
26	1	n/a	1116_Colletotrichum_asianum	GCA_009806415.1
26	1	n/a	1234_Colletotrichum_scovillei	GCA_011075155.1
26	1	n/a	1251_Colletotrichum_gloeosporioides	GCA_011800055.1
26	1	n/a	1252_Colletotrichum_karsti	GCA_011947395.2
26	1	n/a	1258_Colletotrichum_camelliae	GCA_011947485.2
26	1	n/a	1316_Colletotrichum_fructicola	GCA_012932255.1
26	1	n/a	1331_Colletotrichum_siamense	GCA_013201745.1
26	1	n/a	1336_Colletotrichum_viniferum	GCA_013201765.1
26	1	n/a	1339_Colletotrichum_tropicale	GCA_013201785.1
26	1	n/a	1347_Colletotrichum_siamense	GCA_013201795.1
26	1	n/a	1351_Colletotrichum_siamense	GCA_013201865.1
26	1	n/a	1356_Colletotrichum_fructicola	GCA_013201875.1
26	1	n/a	1361_Colletotrichum_fructicola	GCA_013201905.1
26	1	n/a	1367_Colletotrichum_fructicola	GCA_013201925.1
26	1	n/a	1403_Colletotrichum_siamense	GCA_013390195.1
26	1	n/a	1411_Colletotrichum_fructicola	GCA_013390205.1
26	1	n/a	1634_Verticillium_longisporum	GCA_018994065.1
26	1	n/a	1637_Verticillium_longisporum	GCA_018994095.1
26	1	n/a	3156_Plectosphaerella_plurivora	GCA_020726575.1
26	1	n/a	3230_Plectosphaerella_cucumerina	GCA_020746995.1
26	1	n/a	3403_Verticillium_alfalfae	GCF_000150825.1
26	1	n/a	3467_Colletotrichum_fructicola	GCF_000319635.1
26	1	n/a	3579_Colletotrichum_higginsianum	GCF_001672515.1
26	1	n/a	3660_Verticillium_nonalfalfae	GCF_003724135.2
26	1	n/a	3679_Colletotrichum_fructicola	GCF_009771025.1
26	1	n/a	3712_Colletotrichum_scovillei	GCF_011075155.1
26	1	n/a	3718_Colletotrichum_karsti	GCF_011947395.1
26	1	n/a	3730_Colletotrichum_aenigma	GCF_013390185.1
26	1	n/a	3735_Colletotrichum_siamense	GCF_013390195.1
27	1	n/a	61_Trichophyton_equinum	GCA_000151175.1
27	1	n/a	65_Trichophyton_rubrum	GCA_000151425.1
27	1	n/a	254_Trichophyton_rubrum	GCA_000616765.1
27	1	n/a	255_Trichophyton_rubrum	GCA_000616805.1
27	1	n/a	256_Trichophyton_rubrum	GCA_000616825.1
27	1	n/a	257_Trichophyton_rubrum	GCA_000616845.1
27	1	n/a	258_Trichophyton_soudanense	GCA_000616865.1
27	1	n/a	259_Trichophyton_rubrum	GCA_000616905.1
27	1	n/a	260_Trichophyton_rubrum	GCA_000616945.1
27	1	n/a	261_Trichophyton_rubrum	GCA_000616965.1
27	1	n/a	262_Trichophyton_rubrum	GCA_000616985.1
27	1	n/a	263_Trichophyton_interdigitale	GCA_000622975.1
27	1	n/a	307_Trichophyton_rubrum	GCA_000812105.1
27	2	n/a	264_Trichophyton_rubrum	GCA_000622995.1
28	1	n/a	72_Trichoderma_virens	GCA_000170995.2
28	1	n/a	3414_Trichoderma_virens	GCF_000170995.1
29	1	n/a	74_Trichoderma_atroviride	GCA_000171015.2
29	1	n/a	3415_Trichoderma_atroviride	GCF_000171015.1
30	1	n/a	77_Trichoderma_atroviride	GCA_000171015.2
30	1	n/a	484_Trichoderma_gamsii	GCA_001481775.2
30	1	n/a	731_Trichoderma_gamsii	GCA_002894205.1
30	1	n/a	3417_Trichoderma_atroviride	GCF_000171015.1
30	1	n/a	3555_Trichoderma_gamsii	GCF_001481775.2
31	1	n/a	80_Spizellomyces_punctatus	GCA_000182565.2
31	1	n/a	1011_Spizellomyces_palustris	GCA_006535965.1
31	1	n/a	3419_Spizellomyces_punctatus	GCF_000182565.1
32	1	5	81_Metarhizium_acridum	GCA_000187405.1
32	1	5	84_Metarhizium_robertsii	GCA_000187425.2
32	1	5	205_Metarhizium_anisopliae	GCA_000426965.1
32	1	5	210_Metarhizium_anisopliae	GCA_000426985.1
32	1	5	247_Metarhizium_robertsii	GCA_000591435.1
32	1	5	281_Metarhizium_anisopliae	GCA_000739145.1
32	1	5	304_Metarhizium_album	GCA_000804445.1
32	1	5	309_Metarhizium_majus	GCA_000814945.1
32	1	5	312_Metarhizium_guizhouense	GCA_000814955.1
32	1	5	316_Metarhizium_anisopliae	GCA_000814975.1
32	1	5	1381_Metarhizium_anisopliae	GCA_013305495.1
32	1	5	1469_Metarhizium_brunneum	GCA_013426205.1
32	1	5	1658_Metarhizium_acridum	GCA_019434415.1
32	1	5	3420_Metarhizium_acridum	GCF_000187405.1
32	1	5	3422_Metarhizium_robertsii	GCF_000187425.2
32	1	5	3530_Metarhizium_album	GCF_000804445.1
32	1	5	3531_Metarhizium_majus	GCF_000814945.1
33	1	dit (variation 2)	86_Metarhizium_robertsii	GCA_000187425.2
33	1	dit (variation 2)	173_Claviceps_purpurea	GCA_000347355.1
33	1	dit (variation 2)	207_Metarhizium_anisopliae	GCA_000426965.1
33	1	dit (variation 2)	209_Metarhizium_anisopliae	GCA_000426985.1
33	1	dit (variation 2)	249_Metarhizium_robertsii	GCA_000591435.1
33	1	dit (variation 2)	279_Metarhizium_anisopliae	GCA_000739145.1
33	1	dit (variation 2)	313_Metarhizium_brunneum	GCA_000814965.1
33	1	dit (variation 2)	315_Metarhizium_anisopliae	GCA_000814975.1
33	1	dit (variation 2)	1379_Metarhizium_anisopliae	GCA_013305495.1
33	1	dit (variation 2)	1471_Metarhizium_brunneum	GCA_013426205.1
33	1	dit (variation 2)	1599_Claviceps_capensis	GCA_018360045.1
33	1	dit (variation 2)	1600_Claviceps_pazoutovae	GCA_018360065.1
33	1	dit (variation 2)	1601_Claviceps_arundinis	GCA_018360085.1
33	1	dit (variation 2)	1602_Claviceps_arundinis	GCA_018360175.1
33	1	dit (variation 2)	1603_Claviceps_spp	GCA_018360355.1
33	1	dit (variation 2)	1604_Claviceps_spp	GCA_018360435.1
33	1	dit (variation 2)	1605_Claviceps_purpurea	GCA_018360475.1
33	1	dit (variation 2)	1606_Claviceps_spp	GCA_018360525.1
33	1	dit (variation 2)	1607_Claviceps_purpurea	GCA_018360535.1
33	1	dit (variation 2)	1608_Claviceps_spp	GCA_018360575.1
33	1	dit (variation 2)	1609_Claviceps_spp	GCA_018360595.1
33	1	dit (variation 2)	1610_Claviceps_purpurea	GCA_018360605.1
33	1	dit (variation 2)	1611_Claviceps_purpurea	GCA_018360655.1
33	1	dit (variation 2)	1612_Claviceps_purpurea	GCA_018360675.1
33	1	dit (variation 2)	1613_Claviceps_purpurea	GCA_018360725.1
33	1	dit (variation 2)	1614_Claviceps_purpurea	GCA_018360735.1
33	1	dit (variation 2)	1615_Claviceps_purpurea	GCA_018360745.1
33	1	dit (variation 2)	1616_Claviceps_purpurea	GCA_018360755.1
33	1	dit (variation 2)	1617_Claviceps_purpurea	GCA_018360765.1
33	1	dit (variation 2)	1618_Claviceps_purpurea	GCA_018360825.1
33	1	dit (variation 2)	1619_Claviceps_purpurea	GCA_018360835.1
33	1	dit (variation 2)	1620_Claviceps_purpurea	GCA_018360845.1
33	1	dit (variation 2)	1621_Claviceps_purpurea	GCA_018360855.1
33	1	dit (variation 2)	1622_Claviceps_purpurea	GCA_018360865.1
33	1	dit (variation 2)	1623_Claviceps_purpurea	GCA_018360925.1
33	1	dit (variation 2)	1624_Claviceps_purpurea	GCA_018360955.1
33	1	dit (variation 2)	1625_Claviceps_purpurea	GCA_018360975.1
33	1	dit (variation 2)	1626_Claviceps_purpurea	GCA_018361025.1
33	1	dit (variation 2)	1698_Metarhizium_humberi	GCA_020102295.1
33	1	dit (variation 2)	3424_Metarhizium_robertsii	GCF_000187425.2
33	1	dit (variation 2)	3533_Metarhizium_brunneum	GCF_000814965.1
34	1	n/a	90_Scheffersomyces_stipitis	GCA_000209165.1
34	1	n/a	3426_Scheffersomyces_stipitis	GCF_000209165.1
35	1	n/a	91_Zymoseptoria_tritici	GCA_000219625.1
35	1	n/a	339_Zymoseptoria_brevis	GCA_000966595.1
35	1	n/a	3294_Zymoseptoria_tritici	GCA_900099495.1
35	1	n/a	3298_Zymoseptoria_tritici	GCA_900184105.1
35	1	n/a	3299_Zymoseptoria_tritici	GCA_900184115.1
35	1	n/a	3427_Zymoseptoria_tritici	GCF_000219625.1
36	1	n/a	95_Yamadazyma_tenuis	GCA_000223465.1
36	1	n/a	3428_Yamadazyma_tenuis	GCF_000223465.1
37	1	n/a	127_Auricularia_subglabra	GCA_000265015.1
37	1	n/a	3446_Auricularia_subglabra	GCF_000265015.1
38	1	n/a	128_Auricularia_subglabra	GCA_000265015.1
38	1	n/a	3447_Auricularia_subglabra	GCF_000265015.1
39	1	n/a	139_Beauveria_bassiana	GCA_000280675.1
39	1	n/a	516_Beauveria_brongniartii	GCA_001636735.1
39	1	n/a	559_Beauveria_bassiana	GCA_001682635.1
39	1	n/a	1195_Beauveria_bassiana	GCA_010099065.1
39	1	n/a	3451_Beauveria_bassiana	GCF_000280675.1
40	1	n/a	140_Coniosporium_apollinis	GCA_000281105.1
40	1	n/a	3452_Coniosporium_apollinis	GCF_000281105.1
41	1	n/a	142_Drepanopeziza_brunnea	GCA_000298775.1
41	1	n/a	3453_Drepanopeziza_brunnea	GCF_000298775.1
42	1	n/a	147_Colletotrichum_fructicola	GCA_000319635.2
42	1	n/a	149_Colletotrichum_fructicola	GCA_000319635.2
42	1	n/a	211_Colletotrichum_gloeosporioides	GCA_000446055.1
