NCBI_Accession	Cluster_Name	FinalGCFs	Species	Kingdom	Phylum	Fungal_Class	Order	Family	Genus
GCA_001292635.1	466_Fusarium_langsethiae	19	Fusarium_langsethiae	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_001023065.1	440_Fusarium_fujikuroi	19	Fusarium_fujikuroi	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_001023045.1	439_Fusarium_fujikuroi	19	Fusarium_fujikuroi	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_001023035.1	435_Fusarium_fujikuroi	19	Fusarium_fujikuroi	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_000599445.1	250_Fusarium_graminearum	19	Fusarium_graminearum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_000260215.2	119_Fusarium_oxysporum	6*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_000303195.2	144_Fusarium_pseudograminearum	6*	Fusarium_pseudograminearum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_000350365.1	185_Fusarium_odoratissimum	6*	Fusarium_odoratissimum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_000350365.1	186_Fusarium_odoratissimum	19	Fusarium_odoratissimum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_001675295.1	555_Fusarium_poae	19	Fusarium_poae	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_000240135.3	101_Fusarium_graminearum	6*	Fusarium_graminearum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_000259975.2	105_Fusarium_oxysporum	19	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_000260075.2	107_Fusarium_oxysporum	19	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_003012315.1	759_Fusarium_sporotrichioides	83	Fusarium_sporotrichioides	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_003316985.1	827_Fusarium_coffeatum	83	Fusarium_coffeatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013396295.1	1459_Fusarium_heterosporum	83	Fusarium_heterosporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_003615075.1	849_Fusarium_oxysporum	6*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_003615085.1	852_Fusarium_oxysporum	6*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_000149955.2	45_Fusarium_oxysporum	6*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_003615095.1	855_Fusarium_oxysporum	6*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_003615115.1	859_Fusarium_oxysporum	6*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_000149555.1	34_Fusarium_verticillioides	6*	Fusarium_verticillioides	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_019609905.1	1672_Fusarium_poae	83	Fusarium_poae	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_003615155.1	862_Fusarium_oxysporum	6*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_003615165.1	865_Fusarium_oxysporum	6*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_003615185.1	868_Fusarium_oxysporum	6*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_003615215.1	872_Fusarium_proliferatum	6*	Fusarium_proliferatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_020744115.1	3171_Fusarium_tricinctum	83	Fusarium_tricinctum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCF_900079805.1	3795_Fusarium_fujikuroi	6*	Fusarium_fujikuroi	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCF_900067095.1	3790_Fusarium_proliferatum	6*	Fusarium_proliferatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCF_900044065.1	3789_Fusarium_mangiferae	6*	Fusarium_mangiferae	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCF_900007375.1	3786_Fusarium_venenatum	6*	Fusarium_venenatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCF_019915245.1	3778_Fusarium_musae	6*	Fusarium_musae	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCF_013396195.1	3744_Fusarium_tjaetaba	6*	Fusarium_tjaetaba	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_000151355.1	64_Fusarium_vanettenii	6*	Fusarium_vanettenii	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_003316985.1	829_Fusarium_coffeatum	6*	Fusarium_coffeatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_003316975.2	825_Fusarium_verticillioides	6*	Fusarium_verticillioides	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_003290285.1	822_Fusarium_proliferatum	6*	Fusarium_proliferatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_003615075.1	850_Fusarium_oxysporum	19	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_002894225.1	734_Fusarium_nygamai	6*	Fusarium_nygamai	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_002980475.2	742_Fusarium_beomiforme	6*	Fusarium_beomiforme	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_000222805.1	92_Fusarium_oxysporum	6*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_003012295.1	751_Fusarium_flagelliforme	6*	Fusarium_flagelliforme	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_003012315.1	757_Fusarium_sporotrichioides	6*	Fusarium_sporotrichioides	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_001292635.1	465_Fusarium_langsethiae	96	Fusarium_langsethiae	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_001675295.1	554_Fusarium_poae	96	Fusarium_poae	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_003033665.1	778_Fusarium_culmorum	6*	Fusarium_culmorum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_000240135.3	102_Fusarium_graminearum	19	Fusarium_graminearum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_000260155.3	110_Fusarium_oxysporum	19	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_003012315.1	753_Fusarium_sporotrichioides	96	Fusarium_sporotrichioides	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_019609905.1	1671_Fusarium_poae	96	Fusarium_poae	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCF_019609905.1	3775_Fusarium_poae	96	Fusarium_poae	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_000222805.1	94_Fusarium_oxysporum	19	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_000149955.2	43_Fusarium_oxysporum	19	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_000149555.1	33_Fusarium_verticillioides	19	Fusarium_verticillioides	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013396185.1	1445_Fusarium_circinatum	186	Fusarium_circinatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_000769215.1	286_Fusarium_avenaceum	83	Fusarium_avenaceum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_001675295.1	556_Fusarium_poae	83	Fusarium_poae	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_003012285.1	748_Fusarium_longipes	83	Fusarium_longipes	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_003012295.1	750_Fusarium_flagelliforme	83	Fusarium_flagelliforme	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013396175.1	1444_Fusarium_denticulatum	96	Fusarium_denticulatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_003615085.1	854_Fusarium_oxysporum	19	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_003615115.1	860_Fusarium_oxysporum	19	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013364935.1	1388_Fusarium_anthophilum	186	Fusarium_anthophilum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_905332025.1	3329_Fusarium_graminearum	19	Fusarium_graminearum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_902702945.1	3324_Fusarium_fujikuroi	19	Fusarium_fujikuroi	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_901677965.1	3312_Fusarium_fujikuroi	19	Fusarium_fujikuroi	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_901677955.1	3308_Fusarium_fujikuroi	19	Fusarium_fujikuroi	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_901446245.1	3305_Fusarium_graminearum	19	Fusarium_graminearum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_900492705.2	3303_Fusarium_graminearum	19	Fusarium_graminearum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_900096705.1	3291_Fusarium_fujikuroi	19	Fusarium_fujikuroi	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_900096695.1	3290_Fusarium_oxysporum	19	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_900096685.1	3286_Fusarium_fujikuroi	19	Fusarium_fujikuroi	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_900096635.1	3283_Fusarium_fujikuroi	19	Fusarium_fujikuroi	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_905332055.1	3332_Fusarium_graminearum	19	Fusarium_graminearum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_900096625.1	3280_Fusarium_fujikuroi	19	Fusarium_fujikuroi	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_900096605.1	3274_Fusarium_fujikuroi	19	Fusarium_fujikuroi	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_900096505.1	3271_Fusarium_fujikuroi	19	Fusarium_fujikuroi	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_900079805.1	3268_Fusarium_fujikuroi	19	Fusarium_fujikuroi	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_900067095.1	3264_Fusarium_proliferatum	19	Fusarium_proliferatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_900044065.1	3260_Fusarium_mangiferae	19	Fusarium_mangiferae	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_900029915.1	3257_Fusarium_proliferatum	19	Fusarium_proliferatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_900007375.1	3254_Fusarium_venenatum	19	Fusarium_venenatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_020796175.1	3243_Fusarium_oxysporum	19	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_020744475.1	3222_Fusarium_redolens	19	Fusarium_redolens	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_020744455.1	3219_Fusarium_oxysporum	19	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_900096615.1	3277_Fusarium_fujikuroi	19	Fusarium_fujikuroi	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_000260235.2	122_Fusarium_oxysporum	6*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_905359455.1	3335_Fusarium_graminearum	19	Fusarium_graminearum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_905359475.1	3342_Fusarium_graminearum	19	Fusarium_graminearum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013396205.1	1454_Fusarium_mundagurra	4*	Fusarium_mundagurra	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_009663115.1	1092_Fusarium_fujikuroi	6*	Fusarium_fujikuroi	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013396035.1	1428_Fusarium_pseudocircinatum	186	Fusarium_pseudocircinatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCF_900079805.1	3796_Fusarium_fujikuroi	19	Fusarium_fujikuroi	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_000271745.2	136_Fusarium_oxysporum	6*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCF_900067095.1	3791_Fusarium_proliferatum	19	Fusarium_proliferatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_000271705.2	134_Fusarium_oxysporum	6*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_000260495.2	125_Fusarium_oxysporum	6*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCF_900044065.1	3788_Fusarium_mangiferae	19	Fusarium_mangiferae	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCF_900007375.1	3784_Fusarium_venenatum	19	Fusarium_venenatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_905359465.1	3340_Fusarium_graminearum	19	Fusarium_graminearum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCF_019915245.1	3777_Fusarium_musae	19	Fusarium_musae	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCF_013396195.1	3742_Fusarium_tjaetaba	19	Fusarium_tjaetaba	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCF_013396075.1	3740_Fusarium_subglutinans	19	Fusarium_subglutinans	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCF_003316985.1	3651_Fusarium_coffeatum	19	Fusarium_coffeatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCF_000303195.2	3456_Fusarium_pseudograminearum	19	Fusarium_pseudograminearum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCF_000271745.1	3450_Fusarium_oxysporum	19	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCF_000260195.1	3444_Fusarium_odoratissimum	19	Fusarium_odoratissimum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCF_000240135.3	3440_Fusarium_graminearum	19	Fusarium_graminearum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCF_000149955.1	3398_Fusarium_oxysporum	19	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_910393935.1	3352_Fusarium_equiseti	19	Fusarium_equiseti	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_905359485.1	3346_Fusarium_graminearum	19	Fusarium_graminearum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCF_019609905.1	3774_Fusarium_poae	19	Fusarium_poae	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_003615095.1	856_Fusarium_oxysporum	19	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_020744385.1	3202_Fusarium_flagelliforme	19	Fusarium_flagelliforme	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_020744135.1	3175_Fusarium_venenatum	19	Fusarium_venenatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013396035.1	1427_Fusarium_pseudocircinatum	19	Fusarium_pseudocircinatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013396025.1	1424_Fusarium_phyllophilum	19	Fusarium_phyllophilum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013396015.1	1419_Fusarium_mexicanum	19	Fusarium_mexicanum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013396005.1	1418_Fusarium_napiforme	19	Fusarium_napiforme	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCF_013396075.1	3739_Fusarium_subglutinans	6*	Fusarium_subglutinans	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013364965.1	1391_Fusarium_austroamericanum	19	Fusarium_austroamericanum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013364935.1	1390_Fusarium_anthophilum	19	Fusarium_anthophilum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013363075.1	1383_Fusarium_oxysporum	19	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013266205.1	1375_Fusarium_decemcellulare	19	Fusarium_decemcellulare	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013266175.1	1372_Fusarium_gaditjirri	19	Fusarium_gaditjirri	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013396075.1	1431_Fusarium_subglutinans	19	Fusarium_subglutinans	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013085055.1	1329_Fusarium_oxysporum	19	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_009663115.1	1091_Fusarium_fujikuroi	19	Fusarium_fujikuroi	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_009663095.1	1088_Fusarium_fujikuroi	19	Fusarium_fujikuroi	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_009663055.1	1087_Fusarium_fujikuroi	19	Fusarium_fujikuroi	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_007994515.1	1025_Fusarium_oxysporum	19	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_005930515.1	1009_Fusarium_oxysporum	19	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_004141715.1	907_Fusarium_oxysporum	19	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_003615215.1	871_Fusarium_proliferatum	19	Fusarium_proliferatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_003615185.1	869_Fusarium_oxysporum	19	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_003615165.1	866_Fusarium_oxysporum	19	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_003615155.1	863_Fusarium_oxysporum	19	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_012932025.1	1312_Fusarium_austroafricanum	19	Fusarium_austroafricanum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_020744355.1	3195_Fusarium_oxysporum	19	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013396165.1	1438_Fusarium_globosum	19	Fusarium_globosum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013396185.1	1446_Fusarium_circinatum	19	Fusarium_circinatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_019915245.1	1691_Fusarium_musae	19	Fusarium_musae	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_019609905.1	1670_Fusarium_poae	19	Fusarium_poae	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_019425555.1	1651_Fusarium_venenatum	19	Fusarium_venenatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_019157295.1	1645_Fusarium_oxysporum	19	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_019157275.1	1642_Fusarium_oxysporum	19	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_018894095.1	1628_Fusarium_oxysporum	19	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_018296345.1	1598_Fusarium_xylarioides	19	Fusarium_xylarioides	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_018296325.1	1595_Fusarium_xylarioides	19	Fusarium_xylarioides	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_018296305.1	1591_Fusarium_xylarioides	19	Fusarium_xylarioides	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_018296305.1	1590_Fusarium_xylarioides	19	Fusarium_xylarioides	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013396175.1	1443_Fusarium_denticulatum	19	Fusarium_denticulatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_018296285.1	1586_Fusarium_xylarioides	19	Fusarium_xylarioides	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_018296265.1	1583_Fusarium_xylarioides	19	Fusarium_xylarioides	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_018296245.1	1579_Fusarium_xylarioides	19	Fusarium_xylarioides	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_017309895.1	1573_Fusarium_proliferatum	19	Fusarium_proliferatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_017309875.1	1570_Fusarium_proliferatum	19	Fusarium_proliferatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_017309865.1	1567_Fusarium_proliferatum	19	Fusarium_proliferatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_014154955.1	1488_Fusarium_oxysporum	19	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013781345.1	1479_Fusarium_coicis	19	Fusarium_coicis	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013758895.1	1478_Fusarium_bulbicola	19	Fusarium_bulbicola	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013396205.1	1452_Fusarium_mundagurra	19	Fusarium_mundagurra	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013396195.1	1451_Fusarium_tjaetaba	19	Fusarium_tjaetaba	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_018296285.1	1585_Fusarium_xylarioides	19	Fusarium_xylarioides	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013395995.1	1416_Fusarium_pseudoanthophilum	19	Fusarium_pseudoanthophilum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_019425555.1	1650_Fusarium_venenatum	83	Fusarium_venenatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCF_003316985.1	3649_Fusarium_coffeatum	6*	Fusarium_coffeatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013085055.1	1330_Fusarium_oxysporum	8*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_012931995.1	1310_Fusarium_albosuccineum	8*	Fusarium_albosuccineum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_009663095.1	1089_Fusarium_fujikuroi	8*	Fusarium_fujikuroi	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_009663055.1	1086_Fusarium_fujikuroi	8*	Fusarium_fujikuroi	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
