TreeTip_Name	Protein	Accession	Lichen	ICS_Clade	Species	Genus	Fungal_Class
Colletotrichum_viniferum_KAF4900572.1	KAF4900572.1	GCA_013201765.1	NotLichen	crm_split	Colletotrichum_viniferum	Colletotrichum	Sordariomycetes
Colletotrichum_tropicale_KAF4818126.1	KAF4818126.1	GCA_013201785.1	NotLichen	crm_split	Colletotrichum_tropicale	Colletotrichum	Sordariomycetes
Colletotrichum_trifolii_TDZ36449.1	TDZ36449.1	GCA_004367215.1	NotLichen	crm_split	Colletotrichum_trifolii	Colletotrichum	Sordariomycetes
Colletotrichum_spinosum_TDZ36803.1	TDZ36803.1	GCA_004366825.1	NotLichen	crm_split	Colletotrichum_spinosum	Colletotrichum	Sordariomycetes
Colletotrichum_simmondsii_KXH33807.1	KXH33807.1	GCA_001563135.1	NotLichen	crm_split	Colletotrichum_simmondsii	Colletotrichum	Sordariomycetes
Colletotrichum_siamense_KAF4852209.1	KAF4852209.1	GCA_013201745.1	NotLichen	crm_split	Colletotrichum_siamense	Colletotrichum	Sordariomycetes
Colletotrichum_orbiculare_TDZ16871.1	TDZ16871.1	GCA_000350065.2	NotLichen	crm_split	Colletotrichum_orbiculare	Colletotrichum	Sordariomycetes
Colletotrichum_lupini_XP_049153018.1	XP_049153018.1	GCF_023278565.1	NotLichen	crm_split	Colletotrichum_lupini	Colletotrichum	Sordariomycetes
Colletotrichum_gloeosporioides_KAH9232577.1	KAH9232577.1	GCA_021432615.1	NotLichen	crm_split	Colletotrichum_gloeosporioides	Colletotrichum	Sordariomycetes
Colletotrichum_fructicola_KAF4476606.1	KAF4476606.1	GCA_000319635.2	NotLichen	crm_split	Colletotrichum_fructicola	Colletotrichum	Sordariomycetes
Colletotrichum_filicis_KAI3528183.1	KAI3528183.1	GCA_023376865.1	NotLichen	crm_split	Colletotrichum_filicis	Colletotrichum	Sordariomycetes
Colletotrichum_chlorophyti_OLN87994.1	OLN87994.1	GCA_001937105.1	NotLichen	crm_split	Colletotrichum_chlorophyti	Colletotrichum	Sordariomycetes
Colletotrichum_camelliae_KAH0423460.1	KAH0423460.1	GCA_011947485.2	NotLichen	crm_split	Colletotrichum_camelliae	Colletotrichum	Sordariomycetes
Colletotrichum_asianum_KAF0327436.1	KAF0327436.1	GCA_009806415.1	NotLichen	crm_split	Colletotrichum_asianum	Colletotrichum	Sordariomycetes
Colletotrichum_aenigma_XP_037172021.1	XP_037172021.1	GCF_013390185.1	NotLichen	crm_split	Colletotrichum_aenigma	Colletotrichum	Sordariomycetes
Colletotrichum_abscissum_KAI3559024.1	KAI3559024.1	GCA_023376855.1	NotLichen	crm_split	Colletotrichum_abscissum	Colletotrichum	Sordariomycetes
Coccidioides_posadasii_XP_003072100.1	XP_003072100.1	GCF_000151335.1	NotLichen	crm_split	Coccidioides_posadasii	Coccidioides	Eurotiomycetes
Coccidioides_immitis_TPX20325.1	TPX20325.1	GCA_004115165.2	NotLichen	crm_split	Coccidioides_immitis	Coccidioides	Eurotiomycetes
Clonostachys_solani_CAH0051386.1	CAH0051386.1	GCA_902141235.2	NotLichen	crm_split	Clonostachys_solani	Clonostachys	Sordariomycetes
Clonostachys_rosea_VUC29926.1	VUC29926.1	GCA_902085965.1	NotLichen	crm_split	Clonostachys_rosea	Clonostachys	Sordariomycetes
Clonostachys_rhizophaga_CAH0023177.1	CAH0023177.1	GCA_902077795.2	NotLichen	crm_split	Clonostachys_rhizophaga	Clonostachys	Sordariomycetes
Clonostachys_byssicola_CAG9975143.1	CAG9975143.1	GCA_902006505.2	NotLichen	crm_split	Clonostachys_byssicola	Clonostachys	Sordariomycetes
Clohesyomyces_aquaticus_ORY16214.1	ORY16214.1	GCA_002105025.1	NotLichen	crm_split	Clohesyomyces_aquaticus	Clohesyomyces	Dothideomycetes
Clathrospora_elynae_KAF1945054.1	KAF1945054.1	GCA_010015635.1	NotLichen	crm_split	Clathrospora_elynae	Clathrospora	Dothideomycetes
Cladophialophora_carrionii_ETI29379.1	ETI29379.1	GCA_000365165.2	NotLichen	crm_split	Cladophialophora_carrionii	Cladophialophora	Eurotiomycetes
Chalara_longipes_KAE9374074.1	KAE9374074.1	GCA_009732865.1	NotLichen	crm_split	Chalara_longipes	Chalara	Leotiomycetes
Chalara_longipes_KAE9367491.1	KAE9367491.1	GCA_009732865.1	NotLichen	crm_split	Chalara_longipes	Chalara	Leotiomycetes
Cercospora_zeaemaydis_KAF2216499.1	KAF2216499.1	GCA_010093985.1	NotLichen	crm_split	Cercospora_zeaemaydis	Cercospora	Dothideomycetes
Calycina_marina_KAG9241247.1	KAG9241247.1	GCA_019669825.1	NotLichen	crm_split	Calycina_marina	Calycina	Leotiomycetes
Caloplaca_aetnensis_KAI4176559.1	KAI4176559.1	GCA_023646255.1	Lichen	crm_split	Caloplaca_aetnensis	Caloplaca	Lecanoromycetes
Caloplaca_aegaea_KAI4289415.1	KAI4289415.1	GCA_023646655.1	Lichen	crm_split	Caloplaca_aegaea	Caloplaca	Lecanoromycetes
Botrytis_tulipae_TGO16560.1	TGO16560.1	GCA_004786125.1	NotLichen	crm_split	Botrytis_tulipae	Botrytis	Leotiomycetes
Botrytis_squamosa_KAF7858335.1	KAF7858335.1	GCA_014898485.1	NotLichen	crm_split	Botrytis_squamosa	Botrytis	Leotiomycetes
Botrytis_sinoallii_XP_038762200.1	XP_038762200.1	GCF_014898435.1	NotLichen	crm_split	Botrytis_sinoallii	Botrytis	Leotiomycetes
Botrytis_porri_XP_038772455.1	XP_038772455.1	GCF_014898465.1	NotLichen	crm_split	Botrytis_porri	Botrytis	Leotiomycetes
Botrytis_paeoniae_TGO22376.1	TGO22376.1	GCA_004786145.1	NotLichen	crm_split	Botrytis_paeoniae	Botrytis	Leotiomycetes
Botrytis_hyacinthi_TGO36230.1	TGO36230.1	GCA_004786245.1	NotLichen	crm_split	Botrytis_hyacinthi	Botrytis	Leotiomycetes
Botrytis_galanthina_THV48776.1	THV48776.1	GCA_004916875.1	NotLichen	crm_split	Botrytis_galanthina	Botrytis	Leotiomycetes
Botrytis_fragariae_XP_037195849.1	XP_037195849.1	GCF_013461495.1	NotLichen	crm_split	Botrytis_fragariae	Botrytis	Leotiomycetes
Botrytis_elliptica_TGO64075.1	TGO64075.1	GCA_004786205.1	NotLichen	crm_split	Botrytis_elliptica	Botrytis	Leotiomycetes
Botrytis_deweyae_XP_038805538.1	XP_038805538.1	GCF_014898535.1	NotLichen	crm_split	Botrytis_deweyae	Botrytis	Leotiomycetes
Botrytis_cinerea_EMR88390.1	EMR88390.1	GCA_000349525.1	NotLichen	crm_split	Botrytis_cinerea	Botrytis	Leotiomycetes
Botrytis_byssoidea_XP_038727222.1	XP_038727222.1	GCF_014898295.1	NotLichen	crm_split	Botrytis_byssoidea	Botrytis	Leotiomycetes
Botrytis_aclada_KAF7954133.1	KAF7954133.1	GCA_014898285.1	NotLichen	crm_split	Botrytis_aclada	Botrytis	Leotiomycetes
Botryotinia_narcissicola_TGO50028.1	TGO50028.1	GCA_004786225.1	NotLichen	crm_split	Botryotinia_narcissicola	Botryotinia	Leotiomycetes
Botryotinia_convoluta_TGO48987.1	TGO48987.1	GCA_004786275.1	NotLichen	crm_split	Botryotinia_convoluta	Botryotinia	Leotiomycetes
Botryotinia_calthae_TEY43688.1	TEY43688.1	GCA_004379285.1	NotLichen	crm_split	Botryotinia_calthae	Botryotinia	Leotiomycetes
Bacidia_gigantensis_XP_044664481.1	XP_044664481.1	GCF_019456465.1	Lichen	crm_split	Bacidia_gigantensis	Bacidia	Lecanoromycetes
Aulographum_hederae_KAF1982045.1	KAF1982045.1	GCA_010015705.1	NotLichen	crm_split	Aulographum_hederae	Aulographum	Dothideomycetes
Aspergillus_tanneri_XP_033424409.1	XP_033424409.1	GCF_003426965.1	NotLichen	crm_split	Aspergillus_tanneri	Aspergillus	Eurotiomycetes
Aplosporella_prunicola_XP_033402121.1	XP_033402121.1	GCF_010093885.1	NotLichen	crm_split	Aplosporella_prunicola	Aplosporella	Dothideomycetes
Ampelomyces_quisqualis_KAF1919508.1	KAF1919508.1	GCA_010094095.1	NotLichen	crm_split	Ampelomyces_quisqualis	Ampelomyces	Dothideomycetes
Agyrium_rufum_MCJ1314532.1	MCJ1314532.1	GCA_022814335.1	Lichen	crm_split	Agyrium_rufum	Agyrium	Lecanoromycetes
Agyrium_rufum_MCJ1312423.1	MCJ1312423.1	GCA_022814335.1	Lichen	crm_split	Agyrium_rufum	Agyrium	Lecanoromycetes
Zygotorulaspora_mrakii_XP_037144478.1	XP_037144478.1	GCF_013402915.1	NotLichen	Dit	Zygotorulaspora_mrakii	Zygotorulaspora	Saccharomycetes
Zygosaccharomyces_rouxii_KAH9200919.1	KAH9200919.1	GCA_021535285.1	NotLichen	Dit	Zygosaccharomyces_rouxii	Zygosaccharomyces	Saccharomycetes
Zygosaccharomyces_mellis_GCE97836.1	GCE97836.1	GCA_005406105.1	NotLichen	Dit	Zygosaccharomyces_mellis	Zygosaccharomyces	Saccharomycetes
Zygosaccharomyces_bailii_SJM88692.1	SJM88692.1	GCA_900162805.1	NotLichen	Dit	Zygosaccharomyces_bailii	Zygosaccharomyces	Saccharomycetes
Zopfia_rhizophila_KAF2195181.1	KAF2195181.1	GCA_010093925.1	NotLichen	Dit	Zopfia_rhizophila	Zopfia	Dothideomycetes
Xylona_heveae_XP_018185785.1	XP_018185785.1	GCF_001619985.1	NotLichen	Dit	Xylona_heveae	Xylona	Xylonomycetes
Xylariomycetidae_sp_FL2044_KAH9909603.1	KAH9909603.1	GCA_022376275.1	NotLichen	Dit	Xylariomycetidae_sp_FL2044		Sordariomycetes
Xylariaceae_sp_FL1272_KAI0163832.1	KAI0163832.1	GCA_022432385.1	NotLichen	Dit	Xylariaceae_sp_FL1272		Sordariomycetes
Xylariaceae_sp_FL0662B_KAI0003453.1	KAI0003453.1	GCA_022376535.1	NotLichen	Dit	Xylariaceae_sp_FL0662B		Sordariomycetes
Xylariaceae_sp_AK1471_KAI3319232.1	KAI3319232.1	GCA_023159215.1	NotLichen	Dit	Xylariaceae_sp_AK1471		Sordariomycetes
Xylaria_venustula_KAI1299714.1	KAI1299714.1	GCA_022578775.1	NotLichen	Dit	Xylaria_venustula	Xylaria	Sordariomycetes
Xylaria_telfairii_KAI0444278.1	KAI0444278.1	GCA_022495065.1	NotLichen	Dit	Xylaria_telfairii	Xylaria	Sordariomycetes
Xylaria_sp_FL0064_KAI0814584.1	KAI0814584.1	GCA_022593225.1	NotLichen	Dit	Xylaria_sp_FL0064	Xylaria	Sordariomycetes
Xylaria_sp_FL0043_KAI1353923.1	KAI1353923.1	GCA_022578865.1	NotLichen	Dit	Xylaria_sp_FL0043	Xylaria	Sordariomycetes
Xylaria_scruposa_KAI1740160.1	KAI1740160.1	GCA_022385635.1	NotLichen	Dit	Xylaria_scruposa	Xylaria	Sordariomycetes
Xylaria_multiplex_KAF2967246.1	KAF2967246.1	GCA_011057905.1	NotLichen	Dit	Xylaria_multiplex	Xylaria	Sordariomycetes
Xylaria_longipes_RYC59635.1	RYC59635.1	GCA_003426265.1	NotLichen	Dit	Xylaria_longipes	Xylaria	Sordariomycetes
Xylaria_hypoxylon_TGJ79871.1	TGJ79871.1	GCA_004768795.1	NotLichen	Dit	Xylaria_hypoxylon	Xylaria	Sordariomycetes
Xylaria_grammica_KAI0411735.1	KAI0411735.1	GCA_022495055.1	NotLichen	Dit	Xylaria_grammica	Xylaria	Sordariomycetes
Xylaria_flabelliformis_KAI0188327.1	KAI0188327.1	GCA_022453505.1	NotLichen	Dit	Xylaria_flabelliformis	Xylaria	Sordariomycetes
Xylaria_digitata_KAI0534594.1	KAI0534594.1	GCA_022495195.1	NotLichen	Dit	Xylaria_digitata	Xylaria	Sordariomycetes
Xylaria_curta_KAI0546581.1	KAI0546581.1	GCA_022495235.1	NotLichen	Dit	Xylaria_curta	Xylaria	Sordariomycetes
Xylaria_cubensis_KAI0855121.1	KAI0855121.1	GCA_022385715.1	NotLichen	Dit	Xylaria_cubensis	Xylaria	Sordariomycetes
Xylaria_cf_heliscus_KAI0465980.1	KAI0465980.1	GCA_022539335.1	NotLichen	Dit	Xylaria_cf_heliscus	Xylaria	Sordariomycetes
Xylaria_castorea_KAI1749482.1	KAI1749482.1	GCA_022495115.1	NotLichen	Dit	Xylaria_castorea	Xylaria	Sordariomycetes
Xylaria_bambusicola_XP_047834128.1	XP_047834128.1	GCF_022495145.1	NotLichen	Dit	Xylaria_bambusicola	Xylaria	Sordariomycetes
Xylaria_arbuscula_KAI1361226.1	KAI1361226.1	GCA_022578905.1	NotLichen	Dit	Xylaria_arbuscula	Xylaria	Sordariomycetes
Xylaria_acuta_KAI0456407.1	KAI0456407.1	GCA_022495125.1	NotLichen	Dit	Xylaria_acuta	Xylaria	Sordariomycetes
Wickerhamomyces_pijperi_KAH3682325.1	KAH3682325.1	GCA_020536225.1	NotLichen	Dit	Wickerhamomyces_pijperi	Wickerhamomyces	Saccharomycetes
Wickerhamomyces_mucosus_KAH3679600.1	KAH3679600.1	GCA_020536175.1	NotLichen	Dit	Wickerhamomyces_mucosus	Wickerhamomyces	Saccharomycetes
Wickerhamomyces_ciferrii_XP_011274402.1	XP_011274402.1	GCF_000313485.1	NotLichen	Dit	Wickerhamomyces_ciferrii	Wickerhamomyces	Saccharomycetes
Wickerhamomyces_anomalus_XP_019039335.1	XP_019039335.1	GCF_001661255.1	NotLichen	Dit	Wickerhamomyces_anomalus	Wickerhamomyces	Saccharomycetes
Whalleya_microplaca_KAI1082062.1	KAI1082062.1	GCA_022497155.1	NotLichen	Dit	Whalleya_microplaca	Whalleya	Sordariomycetes
Westerdykella_ornata_XP_033656393.1	XP_033656393.1	GCF_010094085.1	NotLichen	Dit	Westerdykella_ornata	Westerdykella	Dothideomycetes
Wardomyces_moseri_KAI1859140.1	KAI1859140.1	GCA_022829195.1	NotLichen	Dit	Wardomyces_moseri	Wardomyces	Sordariomycetes
Vanderwaltozyma_polyspora_XP_001642696.1	XP_001642696.1	GCF_000150035.1	NotLichen	Dit	Vanderwaltozyma_polyspora	Vanderwaltozyma	Saccharomycetes
Ustilaginoidea_virens_QUC19596.1	QUC19596.1	GCA_000687475.2	NotLichen	Dit	Ustilaginoidea_virens	Ustilaginoidea	Sordariomycetes
Uncinocarpus_reesii_EEP80070.1	EEP80070.1	GCA_000003515.2	NotLichen	Dit	Uncinocarpus_reesii	Uncinocarpus	Eurotiomycetes
Uncinocarpus_reesii_EEP75704.1	EEP75704.1	GCA_000003515.2	NotLichen	Dit	Uncinocarpus_reesii	Uncinocarpus	Eurotiomycetes
Trichoderma_cornudamae_KAH6603630.1	KAH6603630.1	GCA_020631695.1	NotLichen	Dit	Trichoderma_cornudamae	Trichoderma	Sordariomycetes
Trematosphaeria_pertusa_XP_033675655.1	XP_033675655.1	GCF_010094035.1	NotLichen	Dit	Trematosphaeria_pertusa	Trematosphaeria	Dothideomycetes
Torulaspora_sp_CBS_2947_QLQ78262.1	QLQ78262.1	GCA_013694445.1	NotLichen	Dit	Torulaspora_sp_CBS_2947	Torulaspora	Saccharomycetes
Torulaspora_globosa_XP_037137372.1	XP_037137372.1	GCF_014133895.1	NotLichen	Dit	Torulaspora_globosa	Torulaspora	Saccharomycetes
Torulaspora_delbrueckii_XP_003678901.1	XP_003678901.1	GCF_000243375.1	NotLichen	Dit	Torulaspora_delbrueckii	Torulaspora	Saccharomycetes
Torrubiella_hemipterigena_CEJ80866.1	CEJ80866.1	GCA_000825705.1	NotLichen	Dit	Torrubiella_hemipterigena	Torrubiella	Sordariomycetes
Thermothelomyces_thermophilus_XP_003662462.1	XP_003662462.1	GCF_000226095.1	NotLichen	Dit	Thermothelomyces_thermophilus	Thermothelomyces	Sordariomycetes
Tetrapisispora_phaffii_XP_003685736.1	XP_003685736.1	GCF_000236905.1	NotLichen	Dit	Tetrapisispora_phaffii	Tetrapisispora	Saccharomycetes
Tetrapisispora_blattae_XP_004177565.1	XP_004177565.1	GCF_000315915.1	NotLichen	Dit	Tetrapisispora_blattae	Tetrapisispora	Saccharomycetes
Suhomyces_tanzawaensis_XP_020065193.1	XP_020065193.1	GCF_001661415.1	NotLichen	Dit	Suhomyces_tanzawaensis	Suhomyces	Saccharomycetes
Sticta_canariensis_MCJ1424167.1	MCJ1424167.1	GCA_022814045.1	Lichen	Dit	Sticta_canariensis	Sticta	Lecanoromycetes
Stemphylium_lycopersici_RAR02220.1	RAR02220.1	GCA_003268315.1	NotLichen	Dit	Stemphylium_lycopersici	Stemphylium	Dothideomycetes
Staphylotrichum_longicolle_KAG7291116.1	KAG7291116.1	GCA_019096155.1	NotLichen	Dit	Staphylotrichum_longicolle	Staphylotrichum	Sordariomycetes
Staphylotrichum_longicolle_KAG7290031.1	KAG7290031.1	GCA_019096155.1	NotLichen	Dit	Staphylotrichum_longicolle	Staphylotrichum	Sordariomycetes
Stagonospora_sp_SRC1lsM3a_OAL01407.1	OAL01407.1	GCA_001644525.1	NotLichen	Dit	Stagonospora_sp_SRC1lsM3a	Stagonospora	Dothideomycetes
Stagonospora_sp_SRC1lsM3a_OAK99288.1	OAK99288.1	GCA_001644525.1	NotLichen	Dit	Stagonospora_sp_SRC1lsM3a	Stagonospora	Dothideomycetes
Sporormia_fimetaria_KAF2746336.1	KAF2746336.1	GCA_010093795.1	NotLichen	Dit	Sporormia_fimetaria	Sporormia	Dothideomycetes
Spathaspora_sp_JA1_RLV95453.1	RLV95453.1	GCA_003676035.1	NotLichen	Dit	Spathaspora_sp_JA1	Spathaspora	Saccharomycetes
Spathaspora_passalidarum_XP_007373739.1	XP_007373739.1	GCF_000223485.1	NotLichen	Dit	Spathaspora_passalidarum	Spathaspora	Saccharomycetes
Setomelanomma_holmii_KAF2031087.1	KAF2031087.1	GCA_010015745.1	NotLichen	Dit	Setomelanomma_holmii	Setomelanomma	Dothideomycetes
Septoria_linicola_USW59566.1	USW59566.1	GCA_024114885.1	NotLichen	Dit	Septoria_linicola	Septoria	Dothideomycetes
Scheffersomyces_stipitis_KAG2735933.1	KAG2735933.1	GCA_016859295.1	NotLichen	Dit	Scheffersomyces_stipitis	Scheffersomyces	Saccharomycetes
Scheffersomyces_spartinae_XP_043050008.1	XP_043050008.1	GCF_019049425.1	NotLichen	Dit	Scheffersomyces_spartinae	Scheffersomyces	Saccharomycetes
Saprochaete_ingens_XP_031855534.1	XP_031855534.1	GCF_902498895.1	NotLichen	Dit	Saprochaete_ingens	Saprochaete	Saccharomycetes
Saprochaete_ingens_XP_031855042.1	XP_031855042.1	GCF_902498895.1	NotLichen	Dit	Saprochaete_ingens	Saprochaete	Saccharomycetes
Saccharomycodes_ludwigii_XP_045934233.1	XP_045934233.1	GCF_020623625.1	NotLichen	Dit	Saccharomycodes_ludwigii	Saccharomycodes	Saccharomycetes
Saccharomyces_paradoxus_XP_033765624.1	XP_033765624.1	GCF_002079055.1	NotLichen	Dit	Saccharomyces_paradoxus	Saccharomyces	Saccharomycetes
Saccharomyces_eubayanus_XP_018223937.1	XP_018223937.1	GCF_001298625.1	NotLichen	Dit	Saccharomyces_eubayanus	Saccharomyces	Saccharomycetes
Saccharomyces_cerevisiae_GHM91237.1	GHM91237.1	GCA_014905575.1	NotLichen	Dit	Saccharomyces_cerevisiae	Saccharomyces	Saccharomycetes
Saccharomyces_boulardii_nom_inval_KQC44598.1	KQC44598.1	GCA_001413975.1	NotLichen	Dit	Saccharomyces_boulardii_nom_inval	Saccharomyces	Saccharomycetes
Rostrohypoxylon_terebratum_KAI1094023.1	KAI1094023.1	GCA_022497145.1	NotLichen	Dit	Rostrohypoxylon_terebratum	Rostrohypoxylon	Sordariomycetes
Rhizodiscina_lignyota_KAF2102517.1	KAF2102517.1	GCA_010015805.1	NotLichen	Dit	Rhizodiscina_lignyota	Rhizodiscina	Dothideomycetes
Pyrenochaeta_sp_MPISDFRAT0127_KAH7390676.1	KAH7390676.1	GCA_020747015.1	NotLichen	Dit	Pyrenochaeta_sp_MPISDFRAT0127	Pyrenochaeta	Dothideomycetes
Pyrenochaeta_sp_MPISDFRAT0127_KAH7372294.1	KAH7372294.1	GCA_020747015.1	NotLichen	Dit	Pyrenochaeta_sp_MPISDFRAT0127	Pyrenochaeta	Dothideomycetes
Pyrenochaeta_sp_DS3sAY3a_OAL52032.1	OAL52032.1	GCA_001644535.1	NotLichen	Dit	Pyrenochaeta_sp_DS3sAY3a	Pyrenochaeta	Dothideomycetes
Pseudocyphellaria_aurata_MCJ1466653.1	MCJ1466653.1	GCA_022814125.1	Lichen	Dit	Pseudocyphellaria_aurata	Pseudocyphellaria	Lecanoromycetes
Podospora_comata_VBB87331.1	VBB87331.1	GCA_900290415.1	NotLichen	Dit	Podospora_comata	Podospora	Sordariomycetes
Podospora_anserina_XP_001905544.1	XP_001905544.1	GCF_000226545.1	NotLichen	Dit	Podospora_anserina	Podospora	Sordariomycetes
Pochonia_chlamydosporia_XP_018141661.1	XP_018141661.1	GCF_001653235.2	NotLichen	Dit	Pochonia_chlamydosporia	Pochonia	Sordariomycetes
Plenodomus_tracheiphilus_KAF2853658.1	KAF2853658.1	GCA_010093695.1	NotLichen	Dit	Plenodomus_tracheiphilus	Plenodomus	Dothideomycetes
Phialophora_attinorum_XP_018001871.1	XP_018001871.1	GCF_001299255.1	NotLichen	Dit	Phialophora_attinorum	Phialophora	Eurotiomycetes
Phaeosphaeriaceae_sp_PMI808_KAH8727896.1	KAH8727896.1	GCA_021365335.1	NotLichen	Dit	Phaeosphaeriaceae_sp_PMI808		Dothideomycetes
Phaeosphaeriaceae_sp_PMI808_KAH8708504.1	KAH8708504.1	GCA_021365335.1	NotLichen	Dit	Phaeosphaeriaceae_sp_PMI808		Dothideomycetes
Phaeosphaeria_sp_MPIPUGEAT0046c_KAH7410271.1	KAH7410271.1	GCA_020747045.1	NotLichen	Dit	Phaeosphaeria_sp_MPIPUGEAT0046c	Phaeosphaeria	Dothideomycetes
Phaeosphaeria_sp_MPIPUGEAT0046c_KAH7392180.1	KAH7392180.1	GCA_020747045.1	NotLichen	Dit	Phaeosphaeria_sp_MPIPUGEAT0046c	Phaeosphaeria	Dothideomycetes
Penicillium_steckii_OQE26295.1	OQE26295.1	GCA_002072375.1	NotLichen	Dit	Penicillium_steckii	Penicillium	Eurotiomycetes
Penicillium_sp_str_12_KAF4766533.1	KAF4766533.1	GCA_013138035.1	NotLichen	Dit	Penicillium_sp_str_12	Penicillium	Eurotiomycetes
Penicillium_nalgiovense_OQE63250.1	OQE63250.1	GCA_002072425.1	NotLichen	Dit	Penicillium_nalgiovense	Penicillium	Eurotiomycetes
Penicilliopsis_zonata_XP_022581037.1	XP_022581037.1	GCF_001890105.1	NotLichen	Dit	Penicilliopsis_zonata	Penicilliopsis	Eurotiomycetes
Penicilliopsis_zonata_XP_022580541.1	XP_022580541.1	GCF_001890105.1	NotLichen	Dit	Penicilliopsis_zonata	Penicilliopsis	Eurotiomycetes
Parastagonospora_nodorum_KAH3931765.1	KAH3931765.1	GCA_020567955.1	NotLichen	Dit	Parastagonospora_nodorum	Parastagonospora	Dothideomycetes
Paraphoma_chrysanthemicola_KAH7081508.1	KAH7081508.1	GCA_020744225.1	NotLichen	Dit	Paraphoma_chrysanthemicola	Paraphoma	Dothideomycetes
Ophiocordyceps_sinensis_KAF4504474.1	KAF4504474.1	GCA_012934285.1	NotLichen	Dit	Ophiocordyceps_sinensis	Ophiocordyceps	Sordariomycetes
Ophiocordyceps_australis_PHH61479.1	PHH61479.1	GCA_002591415.1	NotLichen	Dit	Ophiocordyceps_australis	Ophiocordyceps	Sordariomycetes
Ophiobolus_disseminans_KAF2819793.1	KAF2819793.1	GCA_010093685.1	NotLichen	Dit	Ophiobolus_disseminans	Ophiobolus	Dothideomycetes
Ophidiomyces_ophidiicola_KAI2409975.1	KAI2409975.1	GCA_022831925.1	NotLichen	Dit	Ophidiomyces_ophidiicola	Ophidiomyces	Eurotiomycetes
Neofusicoccum_parvum_XP_007585686.1	XP_007585686.1	GCF_000385595.1	NotLichen	Dit	Neofusicoccum_parvum	Neofusicoccum	Dothideomycetes
Nemania_sp_NC0429_KAI1109086.1	KAI1109086.1	GCA_022578495.1	NotLichen	Dit	Nemania_sp_NC0429	Nemania	Sordariomycetes
Nemania_sp_FL0031_KAI0115738.1	KAI0115738.1	GCA_022432375.1	NotLichen	Dit	Nemania_sp_FL0031	Nemania	Sordariomycetes
Nemania_abortiva_KAI1124423.1	KAI1124423.1	GCA_022578505.1	NotLichen	Dit	Nemania_abortiva	Nemania	Sordariomycetes
Naumovozyma_dairenensis_XP_003667824.1	XP_003667824.1	GCF_000227115.2	NotLichen	Dit	Naumovozyma_dairenensis	Naumovozyma	Saccharomycetes
Naumovozyma_castellii_CCC67761.1	CCC67761.1	GCA_000237345.1	NotLichen	Dit	Naumovozyma_castellii	Naumovozyma	Saccharomycetes
Mytilinidion_resinicola_XP_033579400.1	XP_033579400.1	GCF_010093595.1	NotLichen	Dit	Mytilinidion_resinicola	Mytilinidion	Dothideomycetes
Monosporascus_sp_mg162_RYP51665.1	RYP51665.1	GCA_004155945.1	NotLichen	Dit	Monosporascus_sp_mg162	Monosporascus	Sordariomycetes
Monosporascus_sp_MC138B_RYP30943.1	RYP30943.1	GCA_004154975.1	NotLichen	Dit	Monosporascus_sp_MC138B	Monosporascus	Sordariomycetes
Monosporascus_sp_GIB2_RYP13025.1	RYP13025.1	GCA_004155935.1	NotLichen	Dit	Monosporascus_sp_GIB2	Monosporascus	Sordariomycetes
Monosporascus_sp_CRB83_RYP77596.1	RYP77596.1	GCA_004155055.1	NotLichen	Dit	Monosporascus_sp_CRB83	Monosporascus	Sordariomycetes
Monosporascus_sp_5C6A_RYP65008.1	RYP65008.1	GCA_004155035.1	NotLichen	Dit	Monosporascus_sp_5C6A	Monosporascus	Sordariomycetes
Monosporascus_ibericus_RYP03233.1	RYP03233.1	GCA_004154915.1	NotLichen	Dit	Monosporascus_ibericus	Monosporascus	Sordariomycetes
Monosporascus_cannonballus_RYO91435.1	RYO91435.1	GCA_004154925.1	NotLichen	Dit	Monosporascus_cannonballus	Monosporascus	Sordariomycetes
Monascus_purpureus_TQB72932.1	TQB72932.1	GCA_006542485.1	NotLichen	Dit	Monascus_purpureus	Monascus	Eurotiomycetes
Moelleriella_libera_KZZ96616.1	KZZ96616.1	GCA_001636675.1	NotLichen	Dit	Moelleriella_libera	Moelleriella	Sordariomycetes
Metschnikowia_sp_JCM_33374_GEQ67044.1	GEQ67044.1	GCA_005406065.1	NotLichen	Dit	Metschnikowia_sp_JCM_33374	Metschnikowia	Saccharomycetes
Metschnikowia_persimmonesis_KAF8005387.1	KAF8005387.1	GCA_014905795.1	NotLichen	Dit	Metschnikowia_persimmonesis	Metschnikowia	Saccharomycetes
Metschnikowia_bicuspidata_XP_018713862.1	XP_018713862.1	GCF_001664035.1	NotLichen	Dit	Metschnikowia_bicuspidata	Metschnikowia	Saccharomycetes
Metschnikowia_aff_pulcherrima_QBM88808.1	QBM88808.1	GCA_004217705.1	NotLichen	Dit	Metschnikowia_aff_pulcherrima	Metschnikowia	Saccharomycetes
Metarhizium_robertsii_EXU95583.1	EXU95583.1	GCA_000591435.1	NotLichen	Dit	Metarhizium_robertsii	Metarhizium	Sordariomycetes
Metarhizium_majus_XP_014573188.1	XP_014573188.1	GCF_000814945.1	NotLichen	Dit	Metarhizium_majus	Metarhizium	Sordariomycetes
Metarhizium_humberi_KAH0592485.1	KAH0592485.1	GCA_020102295.1	NotLichen	Dit	Metarhizium_humberi	Metarhizium	Sordariomycetes
Metarhizium_guizhouense_KID85919.1	KID85919.1	GCA_000814955.1	NotLichen	Dit	Metarhizium_guizhouense	Metarhizium	Sordariomycetes
